Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Id,Customer_name,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode,Product Gender Segment,Delivery Gap,Delivery Performance
TRANSFER,3,2,42.12,116.99,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,21,William Zimmerman,Consumer,PR,3323 Old Willow Mall ,725,4,Apparel,18.02520371,-66.61289215,LATAM,Cuajimalpa,México,21,13,0.1,129.99,0.36,1,129.99,116.99,42.12,Central America,Distrito Federal,Processing,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,Men,1,Delayed
TRANSFER,2,4,49.52,150.07,Advance shipping,0,12,Boxing & MMA,North Bergen,USA,22,Joseph Smith,Corporate,NJ,7740 Broad Fox Villas,7047,3,Footwear,40.80894089,-74.0328598,Pacific Asia,Ninghai,China,22,14.84,0.09,54.97,0.33,3,164.91,150.07,49.52,Eastern Asia,Shandong,Pending,Under Armour Women's Micro G Skulpt Running S,54.97,Standard Class,Women,-2,Early
TRANSFER,2,4,125.27,260.97,Advance shipping,0,9,Cardio Equipment,North Bergen,USA,22,Joseph Smith,Corporate,NJ,7740 Broad Fox Villas,7047,3,Footwear,40.80894089,-74.0328598,Pacific Asia,Ninghai,China,22,39,0.13,99.99,0.48,3,299.97,260.97,125.27,Eastern Asia,Shandong,Pending,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,Men,-2,Early
CASH,2,1,53.66,124.79,Late delivery,1,18,Men's Footwear,North Bergen,USA,22,Joseph Smith,Corporate,NJ,7740 Broad Fox Villas,7047,4,Apparel,40.80894089,-74.0328598,LATAM,San Juan de la Maguana,República Dominicana,22,5.2,0.04,129.99,0.43,1,129.99,124.79,53.66,Caribbean,San Juan,Closed,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class,Men,1,Delayed
CASH,2,1,1.52,37.99,Late delivery,1,29,Shop By Sport,North Bergen,USA,22,Joseph Smith,Corporate,NJ,7740 Broad Fox Villas,7047,5,Golf,40.80894089,-74.0328598,LATAM,San Juan de la Maguana,República Dominicana,22,2,0.05,39.99,0.04,1,39.99,37.99,1.52,Caribbean,San Juan,Closed,Under Armour Girls' Toddler Spine Surge Runni,39.99,First Class,Women,1,Delayed
CASH,2,1,138.91,283.48,Late delivery,1,43,Camping & Hiking,North Bergen,USA,22,Joseph Smith,Corporate,NJ,7740 Broad Fox Villas,7047,7,Fan Shop,40.80894089,-74.0328598,LATAM,San Juan de la Maguana,República Dominicana,22,16.5,0.06,299.98,0.49,1,299.98,283.48,138.91,Caribbean,San Juan,Closed,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class,Women,1,Delayed
CASH,2,1,62.57,145.5,Late delivery,1,24,Women's Apparel,North Bergen,USA,22,Joseph Smith,Corporate,NJ,7740 Broad Fox Villas,7047,5,Golf,40.80894089,-74.0328598,LATAM,San Juan de la Maguana,República Dominicana,22,4.5,0.03,50,0.43,3,150,145.5,62.57,Caribbean,San Juan,Closed,Nike Men's Dri-FIT Victory Golf Polo,50,First Class,Men,1,Delayed
CASH,2,1,69.12,144,Late delivery,1,24,Women's Apparel,North Bergen,USA,22,Joseph Smith,Corporate,NJ,7740 Broad Fox Villas,7047,5,Golf,40.80894089,-74.0328598,LATAM,San Juan de la Maguana,República Dominicana,22,6,0.04,50,0.48,3,150,144,69.12,Caribbean,San Juan,Closed,Nike Men's Dri-FIT Victory Golf Polo,50,First Class,Men,1,Delayed
DEBIT,5,2,11.33,37.76,Late delivery,1,35,Golf Gloves,North Bergen,USA,22,Joseph Smith,Corporate,NJ,7740 Broad Fox Villas,7047,6,Outdoors,40.80894089,-74.0328598,Europe,Paris,Francia,22,2.2,0.06,9.99,0.3,4,39.96,37.76,11.33,Western Europe,Isla de Francia,Complete,Clicgear 8.0 Shoe Brush,9.99,Second Class,Unisex/Other,3,Delayed
PAYMENT,4,4,7.8,103.99,Shipping on time,0,18,Men's Footwear,North Bergen,USA,22,Joseph Smith,Corporate,NJ,7740 Broad Fox Villas,7047,4,Apparel,40.80894089,-74.0328598,Africa,Kinshasa,República Democrática del Congo,22,26,0.2,129.99,0.08,1,129.99,103.99,7.8,Central Africa,Kinshasa,Pending_Payment,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,Men,0,On-Time
PAYMENT,4,4,44.64,93,Shipping on time,0,24,Women's Apparel,North Bergen,USA,22,Joseph Smith,Corporate,NJ,7740 Broad Fox Villas,7047,5,Golf,40.80894089,-74.0328598,Africa,Kinshasa,República Democrática del Congo,22,7,0.07,50,0.48,2,100,93,44.64,Central Africa,Kinshasa,Pending_Payment,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,Men,0,On-Time
DEBIT,6,2,86.4,192,Late delivery,1,24,Women's Apparel,North Bergen,USA,22,Joseph Smith,Corporate,NJ,7740 Broad Fox Villas,7047,5,Golf,40.80894089,-74.0328598,Europe,Katowice,Polonia,22,8,0.04,50,0.45,4,200,192,86.4,Eastern Europe,Silesia,Complete,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class,Men,4,Delayed
DEBIT,6,2,29.39,104.96,Late delivery,1,40,Accessories,North Bergen,USA,22,Joseph Smith,Corporate,NJ,7740 Broad Fox Villas,7047,6,Outdoors,40.80894089,-74.0328598,Europe,Katowice,Polonia,22,19.99,0.16,24.99,0.28,5,124.95,104.96,29.39,Eastern Europe,Silesia,Complete,Team Golf New England Patriots Putter Grip,24.99,Second Class,Unisex/Other,4,Delayed
PAYMENT,4,4,16.09,48.75,Shipping on time,0,33,Golf Shoes,North Bergen,USA,22,Joseph Smith,Corporate,NJ,7740 Broad Fox Villas,7047,6,Outdoors,40.80894089,-74.0328598,Africa,Kinshasa,República Democrática del Congo,22,16.25,0.25,65,0.33,1,65,48.75,16.09,Central Africa,Kinshasa,Pending_Payment,LIJA Women's Eyelet Sleeveless Golf Polo,65,Standard Class,Women,0,On-Time
PAYMENT,4,4,3.6,47.98,Shipping on time,0,46,Indoor/Outdoor Games,North Bergen,USA,22,Joseph Smith,Corporate,NJ,7740 Broad Fox Villas,7047,7,Fan Shop,40.80894089,-74.0328598,Africa,Kinshasa,República Democrática del Congo,22,2,0.04,49.98,0.08,1,49.98,47.98,3.6,Central Africa,Kinshasa,Pending_Payment,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,Men,0,On-Time
PAYMENT,4,4,113.67,391.98,Shipping on time,0,45,Fishing,North Bergen,USA,22,Joseph Smith,Corporate,NJ,7740 Broad Fox Villas,7047,7,Fan Shop,40.80894089,-74.0328598,Africa,Kinshasa,República Democrática del Congo,22,8,0.02,399.98,0.29,1,399.98,391.98,113.67,Central Africa,Kinshasa,Pending_Payment,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,Men,0,On-Time
DEBIT,6,2,10.44,347.98,Late delivery,1,45,Fishing,North Bergen,USA,22,Joseph Smith,Corporate,NJ,7740 Broad Fox Villas,7047,7,Fan Shop,40.80894089,-74.0328598,Europe,Katowice,Polonia,22,52,0.13,399.98,0.03,1,399.98,347.98,10.44,Eastern Europe,Silesia,Complete,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class,Men,4,Delayed
CASH,6,2,-47.99,59.99,Late delivery,1,17,Cleats,San Juan,Puerto Rico,23,Benjamin Duarte,Corporate,PR,8811 High Horse Impasse,921,4,Apparel,18.01836205,-66.61623383,LATAM,San Salvador,El Salvador,23,0,0,59.99,-0.8,1,59.99,59.99,-47.99,Central America,San Salvador,Closed,Perfect Fitness Perfect Rip Deck,59.99,Second Class,Unisex/Other,4,Delayed
CASH,6,2,-10.52,49.39,Late delivery,1,37,Electronics,San Juan,Puerto Rico,23,Benjamin Duarte,Corporate,PR,8811 High Horse Impasse,921,6,Outdoors,18.01836205,-66.61623383,LATAM,San Salvador,El Salvador,23,2.6,0.05,51.99,-0.21,1,51.99,49.39,-10.52,Central America,San Salvador,Closed,Titleist Pro V1x High Numbers Personalized Go,51.99,Second Class,Unisex/Other,4,Delayed
CASH,6,2,80.9,278.97,Late delivery,1,9,Cardio Equipment,San Juan,Puerto Rico,23,Benjamin Duarte,Corporate,PR,8811 High Horse Impasse,921,3,Footwear,18.01836205,-66.61623383,LATAM,San Salvador,El Salvador,23,21,0.07,99.99,0.29,3,299.97,278.97,80.9,Central America,San Salvador,Closed,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class,Men,4,Delayed
CASH,6,2,33.84,180,Late delivery,1,24,Women's Apparel,San Juan,Puerto Rico,23,Benjamin Duarte,Corporate,PR,8811 High Horse Impasse,921,5,Golf,18.01836205,-66.61623383,LATAM,San Salvador,El Salvador,23,20,0.1,50,0.19,4,200,180,33.84,Central America,San Salvador,Closed,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class,Men,4,Delayed
PAYMENT,2,1,43.68,167.99,Late delivery,1,48,Water Sports,San Juan,Puerto Rico,23,Benjamin Duarte,Corporate,PR,8811 High Horse Impasse,921,7,Fan Shop,18.01836205,-66.61623383,Europe,Laval,Francia,23,32,0.16,199.99,0.26,1,199.99,167.99,43.68,Western Europe,Países del Loira,Pending_Payment,Pelican Sunstream 100 Kayak,199.99,First Class,Unisex/Other,1,Delayed
PAYMENT,2,1,43.88,120.89,Late delivery,1,18,Men's Footwear,San Juan,Puerto Rico,23,Benjamin Duarte,Corporate,PR,8811 High Horse Impasse,921,4,Apparel,18.01836205,-66.61623383,Europe,Laval,Francia,23,9.1,0.07,129.99,0.36,1,129.99,120.89,43.88,Western Europe,Países del Loira,Pending_Payment,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class,Men,1,Delayed
PAYMENT,4,4,37.12,218.36,Shipping on time,0,17,Cleats,San Juan,Puerto Rico,23,Benjamin Duarte,Corporate,PR,8811 High Horse Impasse,921,4,Apparel,18.01836205,-66.61623383,USCA,Jacksonville,Estados Unidos,23,21.6,0.09,59.99,0.17,4,239.96,218.36,37.12,South of  USA ,Carolina del Norte,Pending_Payment,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,Unisex/Other,0,On-Time
PAYMENT,4,4,84.46,175.96,Shipping on time,0,29,Shop By Sport,San Juan,Puerto Rico,23,Benjamin Duarte,Corporate,PR,8811 High Horse Impasse,921,5,Golf,18.01836205,-66.61623383,USCA,Jacksonville,Estados Unidos,23,23.99,0.12,39.99,0.48,5,199.95,175.96,84.46,South of  USA ,Carolina del Norte,Pending_Payment,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,Women,0,On-Time
TRANSFER,2,1,53.5,109.19,Shipping canceled,0,18,Men's Footwear,San Juan,Puerto Rico,23,Benjamin Duarte,Corporate,PR,8811 High Horse Impasse,921,4,Apparel,18.01836205,-66.61623383,LATAM,Cartago,Colombia,23,20.8,0.16,129.99,0.49,1,129.99,109.19,53.5,South America,Valle del Cauca,Suspected_Fraud,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class,Men,1,Delayed
TRANSFER,2,1,4.92,245.98,Shipping canceled,0,43,Camping & Hiking,San Juan,Puerto Rico,23,Benjamin Duarte,Corporate,PR,8811 High Horse Impasse,921,7,Fan Shop,18.01836205,-66.61623383,LATAM,Cartago,Colombia,23,54,0.18,299.98,0.02,1,299.98,245.98,4.92,South America,Valle del Cauca,Suspected_Fraud,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class,Women,1,Delayed
PAYMENT,4,4,115.15,239.9,Shipping on time,0,46,Indoor/Outdoor Games,San Juan,Puerto Rico,23,Benjamin Duarte,Corporate,PR,8811 High Horse Impasse,921,7,Fan Shop,18.01836205,-66.61623383,USCA,Jacksonville,Estados Unidos,23,10,0.04,49.98,0.48,5,249.9,239.9,115.15,South of  USA ,Carolina del Norte,Pending_Payment,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,Men,0,On-Time
PAYMENT,4,4,28.89,169.93,Shipping on time,0,46,Indoor/Outdoor Games,San Juan,Puerto Rico,23,Benjamin Duarte,Corporate,PR,8811 High Horse Impasse,921,7,Fan Shop,18.01836205,-66.61623383,USCA,Jacksonville,Estados Unidos,23,29.99,0.15,49.98,0.17,4,199.92,169.93,28.89,South of  USA ,Carolina del Norte,Pending_Payment,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,Men,0,On-Time
TRANSFER,2,1,62.7,127.96,Shipping canceled,0,37,Electronics,San Juan,Puerto Rico,23,Benjamin Duarte,Corporate,PR,8811 High Horse Impasse,921,6,Outdoors,18.01836205,-66.61623383,LATAM,Cartago,Colombia,23,31.99,0.2,31.99,0.49,5,159.95,127.96,62.7,South America,Valle del Cauca,Suspected_Fraud,Bridgestone e6 Straight Distance NFL Carolina,31.99,First Class,Unisex/Other,1,Delayed
TRANSFER,5,4,39.89,128.69,Late delivery,1,18,Men's Footwear,San Juan,Puerto Rico,23,Benjamin Duarte,Corporate,PR,8811 High Horse Impasse,921,4,Apparel,18.01836205,-66.61623383,Pacific Asia,Neyshabur,Irán,23,1.3,0.01,129.99,0.31,1,129.99,128.69,39.89,South Asia,Jorasán Razaví,Processing,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,Men,1,Delayed
TRANSFER,5,4,17.1,284.98,Late delivery,1,43,Camping & Hiking,San Juan,Puerto Rico,23,Benjamin Duarte,Corporate,PR,8811 High Horse Impasse,921,7,Fan Shop,18.01836205,-66.61623383,Pacific Asia,Neyshabur,Irán,23,15,0.05,299.98,0.06,1,299.98,284.98,17.1,South Asia,Jorasán Razaví,Processing,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,Women,1,Delayed
TRANSFER,5,4,46.5,185.98,Late delivery,1,9,Cardio Equipment,San Juan,Puerto Rico,23,Benjamin Duarte,Corporate,PR,8811 High Horse Impasse,921,3,Footwear,18.01836205,-66.61623383,Pacific Asia,Neyshabur,Irán,23,14,0.07,99.99,0.25,2,199.98,185.98,46.5,South Asia,Jorasán Razaví,Processing,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,Men,1,Delayed
TRANSFER,3,4,112.31,287.97,Advance shipping,0,9,Cardio Equipment,San Juan,Puerto Rico,23,Benjamin Duarte,Corporate,PR,8811 High Horse Impasse,921,3,Footwear,18.01836205,-66.61623383,Pacific Asia,Orange,Australia,23,12,0.04,99.99,0.39,3,299.97,287.97,112.31,Oceania,Nueva Gales del Sur,Processing,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,Men,-1,Early
TRANSFER,3,4,99.78,226.76,Advance shipping,0,17,Cleats,San Juan,Puerto Rico,23,Benjamin Duarte,Corporate,PR,8811 High Horse Impasse,921,4,Apparel,18.01836205,-66.61623383,Pacific Asia,Orange,Australia,23,13.2,0.06,59.99,0.44,4,239.96,226.76,99.78,Oceania,Nueva Gales del Sur,Processing,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,Unisex/Other,-1,Early
TRANSFER,5,4,143.99,299.99,Late delivery,1,45,Fishing,San Juan,Puerto Rico,23,Benjamin Duarte,Corporate,PR,8811 High Horse Impasse,921,7,Fan Shop,18.01836205,-66.61623383,Pacific Asia,Neyshabur,Irán,23,100,0.25,399.98,0.48,1,399.98,299.99,143.99,South Asia,Jorasán Razaví,Processing,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,Men,1,Delayed
CASH,6,2,-29,124.45,Late delivery,1,46,Indoor/Outdoor Games,San Juan,Puerto Rico,23,Benjamin Duarte,Corporate,PR,8811 High Horse Impasse,921,7,Fan Shop,18.01836205,-66.61623383,LATAM,San Salvador,El Salvador,23,25.49,0.17,49.98,-0.23,3,149.94,124.45,-29,Central America,San Salvador,Closed,O'Brien Men's Neoprene Life Vest,49.98,Second Class,Men,4,Delayed
TRANSFER,3,2,16.06,47.5,Shipping canceled,0,24,Women's Apparel,Caguas,Puerto Rico,24,Mary Smith,Home Office,PR,9417 Emerald Towers,725,5,Golf,18.35124588,-65.96308899,Pacific Asia,Samarinda,Indonesia,24,2.5,0.05,50,0.34,1,50,47.5,16.06,Southeast Asia,Kalimantan Oriental,Suspected_Fraud,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class,Men,1,Delayed
TRANSFER,3,2,29.05,83,Shipping canceled,0,24,Women's Apparel,Caguas,Puerto Rico,24,Mary Smith,Home Office,PR,9417 Emerald Towers,725,5,Golf,18.35124588,-65.96308899,Pacific Asia,Samarinda,Indonesia,24,17,0.17,50,0.35,2,100,83,29.05,Southeast Asia,Kalimantan Oriental,Suspected_Fraud,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class,Men,1,Delayed
TRANSFER,3,2,37.5,299.97,Shipping canceled,0,9,Cardio Equipment,Caguas,Puerto Rico,24,Mary Smith,Home Office,PR,9417 Emerald Towers,725,3,Footwear,18.35124588,-65.96308899,Pacific Asia,Samarinda,Indonesia,24,0,0,99.99,0.13,3,299.97,299.97,37.5,Southeast Asia,Kalimantan Oriental,Suspected_Fraud,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class,Men,1,Delayed
TRANSFER,3,4,62.99,179.97,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,24,Mary Smith,Home Office,PR,9417 Emerald Towers,725,4,Apparel,18.35124588,-65.96308899,Pacific Asia,Ajmer,India,24,0,0,59.99,0.35,3,179.97,179.97,62.99,South Asia,Rajastán,Pending,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,Unisex/Other,-1,Early
TRANSFER,3,4,37.95,178.17,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,24,Mary Smith,Home Office,PR,9417 Emerald Towers,725,4,Apparel,18.35124588,-65.96308899,Pacific Asia,Ajmer,India,24,1.8,0.01,59.99,0.21,3,179.97,178.17,37.95,South Asia,Rajastán,Pending,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,Unisex/Other,-1,Early
TRANSFER,3,4,148.74,424.96,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,24,Mary Smith,Home Office,PR,9417 Emerald Towers,725,3,Footwear,18.35124588,-65.96308899,Pacific Asia,Ajmer,India,24,74.99,0.15,99.99,0.35,5,499.95,424.96,148.74,South Asia,Rajastán,Pending,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,Men,-1,Early
PAYMENT,3,4,48.36,185.99,Advance shipping,0,48,Water Sports,Caguas,Puerto Rico,24,Mary Smith,Home Office,PR,9417 Emerald Towers,725,7,Fan Shop,18.35124588,-65.96308899,LATAM,Belo Horizonte,Brasil,24,14,0.07,199.99,0.26,1,199.99,185.99,48.36,South America,Minas Gerais,Pending_Payment,Pelican Sunstream 100 Kayak,199.99,Standard Class,Unisex/Other,-1,Early
DEBIT,2,1,-90.2,163.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,24,Mary Smith,Home Office,PR,9417 Emerald Towers,725,7,Fan Shop,18.35124588,-65.96308899,Europe,Nieuwegein,Países Bajos,24,36,0.18,199.99,-0.55,1,199.99,163.99,-90.2,Western Europe,Utrecht,Complete,Pelican Sunstream 100 Kayak,199.99,First Class,Unisex/Other,1,Delayed
PAYMENT,3,4,96.98,197.92,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,24,Mary Smith,Home Office,PR,9417 Emerald Towers,725,7,Fan Shop,18.35124588,-65.96308899,LATAM,Belo Horizonte,Brasil,24,2,0.01,49.98,0.49,4,199.92,197.92,96.98,South America,Minas Gerais,Pending_Payment,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,Men,-1,Early
TRANSFER,3,2,30.84,84.97,Shipping canceled,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,24,Mary Smith,Home Office,PR,9417 Emerald Towers,725,7,Fan Shop,18.35124588,-65.96308899,Pacific Asia,Samarinda,Indonesia,24,14.99,0.15,49.98,0.36,2,99.96,84.97,30.84,Southeast Asia,Kalimantan Oriental,Suspected_Fraud,O'Brien Men's Neoprene Life Vest,49.98,Second Class,Men,1,Delayed
TRANSFER,3,2,81.34,232.41,Shipping canceled,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,24,Mary Smith,Home Office,PR,9417 Emerald Towers,725,7,Fan Shop,18.35124588,-65.96308899,Pacific Asia,Samarinda,Indonesia,24,17.49,0.07,49.98,0.35,5,249.9,232.41,81.34,Southeast Asia,Kalimantan Oriental,Suspected_Fraud,O'Brien Men's Neoprene Life Vest,49.98,Second Class,Men,1,Delayed
DEBIT,2,1,26,99.99,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,24,Mary Smith,Home Office,PR,9417 Emerald Towers,725,3,Footwear,18.35124588,-65.96308899,Europe,Nieuwegein,Países Bajos,24,0,0,99.99,0.26,1,99.99,99.99,26,Western Europe,Utrecht,Complete,Nike Men's Free 5.0+ Running Shoe,99.99,First Class,Men,1,Delayed
DEBIT,2,1,20.79,59.39,Late delivery,1,17,Cleats,Caguas,Puerto Rico,24,Mary Smith,Home Office,PR,9417 Emerald Towers,725,4,Apparel,18.35124588,-65.96308899,Europe,Nieuwegein,Países Bajos,24,0.6,0.01,59.99,0.35,1,59.99,59.39,20.79,Western Europe,Utrecht,Complete,Perfect Fitness Perfect Rip Deck,59.99,First Class,Unisex/Other,1,Delayed
DEBIT,2,1,2.44,97.49,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,24,Mary Smith,Home Office,PR,9417 Emerald Towers,725,4,Apparel,18.35124588,-65.96308899,Europe,Nieuwegein,Países Bajos,24,32.5,0.25,129.99,0.03,1,129.99,97.49,2.44,Western Europe,Utrecht,Complete,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class,Men,1,Delayed
DEBIT,2,1,-39.25,164.91,Late delivery,1,12,Boxing & MMA,Caguas,Puerto Rico,24,Mary Smith,Home Office,PR,9417 Emerald Towers,725,3,Footwear,18.35124588,-65.96308899,Europe,Nieuwegein,Países Bajos,24,54.97,0.25,54.97,-0.24,4,219.88,164.91,-39.25,Western Europe,Utrecht,Complete,Under Armour Women's Micro G Skulpt Running S,54.97,First Class,Women,1,Delayed
PAYMENT,2,1,-8.85,149.94,Late delivery,1,46,Indoor/Outdoor Games,Peoria,USA,25,Paul Richardson,Home Office,AZ,318 Merry Creek Mountain,85345,7,Fan Shop,33.67002106,-112.2470779,USCA,Seattle,Estados Unidos,25,49.98,0.25,49.98,-0.06,4,199.92,149.94,-8.85,West of USA ,Washington,Pending_Payment,O'Brien Men's Neoprene Life Vest,49.98,First Class,Men,1,Delayed
PAYMENT,2,1,158.75,377.98,Late delivery,1,45,Fishing,Peoria,USA,25,Paul Richardson,Home Office,AZ,318 Merry Creek Mountain,85345,7,Fan Shop,33.67002106,-112.2470779,USCA,Seattle,Estados Unidos,25,22,0.06,399.98,0.42,1,399.98,377.98,158.75,West of USA ,Washington,Pending_Payment,Field & Stream Sportsman 16 Gun Fire Safe,399.98,First Class,Men,1,Delayed
DEBIT,5,4,27.3,97.49,Late delivery,1,18,Men's Footwear,Peoria,USA,25,Paul Richardson,Home Office,AZ,318 Merry Creek Mountain,85345,4,Apparel,33.67002106,-112.2470779,LATAM,Apopa,El Salvador,25,32.5,0.25,129.99,0.28,1,129.99,97.49,27.3,Central America,San Salvador,Complete,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,Men,1,Delayed
PAYMENT,2,1,14.61,165.98,Late delivery,1,9,Cardio Equipment,Peoria,USA,25,Paul Richardson,Home Office,AZ,318 Merry Creek Mountain,85345,3,Footwear,33.67002106,-112.2470779,USCA,Seattle,Estados Unidos,25,34,0.17,99.99,0.09,2,199.98,165.98,14.61,West of USA ,Washington,Pending_Payment,Nike Men's Free 5.0+ Running Shoe,99.99,First Class,Men,1,Delayed
CASH,6,4,106.71,293.98,Late delivery,1,43,Camping & Hiking,Glenview,USA,26,Johnny Hood,Consumer,IL,9576 Middle Hills Round,60025,7,Fan Shop,37.64143753,-121.8764877,Pacific Asia,Manila,Filipinas,26,6,0.02,299.98,0.36,1,299.98,293.98,106.71,Southeast Asia,Capital Nacional,Closed,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,Women,2,Delayed
CASH,6,4,139.67,290.98,Late delivery,1,43,Camping & Hiking,Glenview,USA,26,Johnny Hood,Consumer,IL,9576 Middle Hills Round,60025,7,Fan Shop,37.64143753,-121.8764877,Pacific Asia,Manila,Filipinas,26,9,0.03,299.98,0.48,1,299.98,290.98,139.67,Southeast Asia,Capital Nacional,Closed,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,Women,2,Delayed
CASH,6,4,29.92,339.98,Late delivery,1,45,Fishing,Glenview,USA,26,Johnny Hood,Consumer,IL,9576 Middle Hills Round,60025,7,Fan Shop,37.64143753,-121.8764877,Pacific Asia,Manila,Filipinas,26,60,0.15,399.98,0.09,1,399.98,339.98,29.92,Southeast Asia,Capital Nacional,Closed,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,Men,2,Delayed
DEBIT,4,4,20.36,173.99,Shipping on time,0,48,Water Sports,Glenview,USA,26,Johnny Hood,Consumer,IL,9576 Middle Hills Round,60025,7,Fan Shop,37.64143753,-121.8764877,USCA,Bristol,Estados Unidos,26,26,0.13,199.99,0.12,1,199.99,173.99,20.36,East of USA,Connecticut,Complete,Pelican Sunstream 100 Kayak,199.99,Standard Class,Unisex/Other,0,On-Time
TRANSFER,6,4,65,199.99,Late delivery,1,48,Water Sports,Glenview,USA,26,Johnny Hood,Consumer,IL,9576 Middle Hills Round,60025,7,Fan Shop,37.64143753,-121.8764877,Pacific Asia,Christchurch,Nueva Zelanda,26,0,0,199.99,0.33,1,199.99,199.99,65,Oceania,Canterbury,Pending,Pelican Sunstream 100 Kayak,199.99,Standard Class,Unisex/Other,2,Delayed
TRANSFER,6,4,-158.39,197.99,Late delivery,1,48,Water Sports,Glenview,USA,26,Johnny Hood,Consumer,IL,9576 Middle Hills Round,60025,7,Fan Shop,37.64143753,-121.8764877,Pacific Asia,Christchurch,Nueva Zelanda,26,2,0.01,199.99,-0.8,1,199.99,197.99,-158.39,Oceania,Canterbury,Pending,Pelican Sunstream 100 Kayak,199.99,Standard Class,Unisex/Other,2,Delayed
DEBIT,2,4,119.3,290.98,Advance shipping,0,43,Camping & Hiking,Glenview,USA,26,Johnny Hood,Consumer,IL,9576 Middle Hills Round,60025,7,Fan Shop,37.64143753,-121.8764877,Pacific Asia,Canberra,Australia,26,9,0.03,299.98,0.41,1,299.98,290.98,119.3,Oceania,Territorio de la Capital Australiana,Complete,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,Women,-2,Early
DEBIT,4,4,52.76,128.69,Shipping on time,0,18,Men's Footwear,Glenview,USA,26,Johnny Hood,Consumer,IL,9576 Middle Hills Round,60025,4,Apparel,37.64143753,-121.8764877,USCA,Bristol,Estados Unidos,26,1.3,0.01,129.99,0.41,1,129.99,128.69,52.76,East of USA,Connecticut,Complete,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,Men,0,On-Time
CASH,6,4,17.25,195.99,Late delivery,1,48,Water Sports,Glenview,USA,26,Johnny Hood,Consumer,IL,9576 Middle Hills Round,60025,7,Fan Shop,37.64143753,-121.8764877,Pacific Asia,Manila,Filipinas,26,4,0.02,199.99,0.09,1,199.99,195.99,17.25,Southeast Asia,Capital Nacional,Closed,Pelican Sunstream 100 Kayak,199.99,Standard Class,Unisex/Other,2,Delayed
