Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Id,Customer_name,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode
DEBIT,5,4,124.19,269.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,34,Mary Smith,Corporate,PR,3330 Easy Berry Range,725,7,Fan Shop,18.14657784,-66.27722168,LATAM,Holguín,Cuba,34,30,0.1,299.98,0.46,1,299.98,269.98,124.19,Caribbean,Holguín,On_Hold,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
DEBIT,5,4,18.08,135.97,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,34,Mary Smith,Corporate,PR,3330 Easy Berry Range,725,5,Golf,18.14657784,-66.27722168,LATAM,Holguín,Cuba,34,23.99,0.15,39.99,0.13,4,159.96,135.97,18.08,Caribbean,Holguín,On_Hold,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
PAYMENT,2,1,29.64,123.49,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,34,Mary Smith,Corporate,PR,3330 Easy Berry Range,725,4,Apparel,18.14657784,-66.27722168,Europe,Crewe,Reino Unido,34,6.5,0.05,129.99,0.24,1,129.99,123.49,29.64,Northern Europe,Inglaterra,Pending_Payment,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class
PAYMENT,2,1,-208.31,335.98,Late delivery,1,45,Fishing,Caguas,Puerto Rico,34,Mary Smith,Corporate,PR,3330 Easy Berry Range,725,7,Fan Shop,18.14657784,-66.27722168,Europe,Crewe,Reino Unido,34,64,0.16,399.98,-0.62,1,399.98,335.98,-208.31,Northern Europe,Inglaterra,Pending_Payment,Field & Stream Sportsman 16 Gun Fire Safe,399.98,First Class
PAYMENT,5,4,15.31,173.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,34,Mary Smith,Corporate,PR,3330 Easy Berry Range,725,7,Fan Shop,18.14657784,-66.27722168,USCA,London,Canada,34,26,0.13,199.99,0.09,1,199.99,173.99,15.31,Canada,Ontario,Pending_Payment,Pelican Sunstream 100 Kayak,199.99,Standard Class
DEBIT,5,4,90.72,188.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,34,Mary Smith,Corporate,PR,3330 Easy Berry Range,725,7,Fan Shop,18.14657784,-66.27722168,LATAM,Holguín,Cuba,34,11,0.06,199.99,0.48,1,199.99,188.99,90.72,Caribbean,Holguín,On_Hold,Pelican Sunstream 100 Kayak,199.99,Standard Class
PAYMENT,5,4,26.46,97.99,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,34,Mary Smith,Corporate,PR,3330 Easy Berry Range,725,3,Footwear,18.14657784,-66.27722168,USCA,London,Canada,34,2,0.02,99.99,0.27,1,99.99,97.99,26.46,Canada,Ontario,Pending_Payment,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
PAYMENT,5,4,46.56,96.99,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,34,Mary Smith,Corporate,PR,3330 Easy Berry Range,725,3,Footwear,18.14657784,-66.27722168,USCA,London,Canada,34,3,0.03,99.99,0.48,1,99.99,96.99,46.56,Canada,Ontario,Pending_Payment,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
TRANSFER,2,4,33.6,335.98,Advance shipping,0,45,Fishing,Caguas,Puerto Rico,34,Mary Smith,Corporate,PR,3330 Easy Berry Range,725,7,Fan Shop,18.14657784,-66.27722168,Europe,Brindisi,Italia,34,64,0.16,399.98,0.1,1,399.98,335.98,33.6,Southern Europe,Apulia,Pending,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
TRANSFER,3,2,129.35,263.97,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,34,Mary Smith,Corporate,PR,3330 Easy Berry Range,725,3,Footwear,18.14657784,-66.27722168,Pacific Asia,Medina,Arabia Saudí,34,36,0.12,99.99,0.49,3,299.97,263.97,129.35,West Asia,Medina,Processing,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class
PAYMENT,2,1,11.52,191.92,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,34,Mary Smith,Corporate,PR,3330 Easy Berry Range,725,7,Fan Shop,18.14657784,-66.27722168,Europe,Crewe,Reino Unido,34,8,0.04,49.98,0.06,4,199.92,191.92,11.52,Northern Europe,Inglaterra,Pending_Payment,O'Brien Men's Neoprene Life Vest,49.98,First Class
DEBIT,5,4,24.8,79.99,Late delivery,1,9,Cardio Equipment,Oceanside,USA,35,Margaret Wright,Consumer,CA,9456 Sleepy Jetty,92056,3,Footwear,32.68920898,-97.39685059,Europe,Cologne,Alemania,35,20,0.2,99.99,0.31,1,99.99,79.99,24.8,Western Europe,Renania del Norte-Westfalia,Complete,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
PAYMENT,6,4,-150.82,118.29,Late delivery,1,18,Men's Footwear,Oceanside,USA,35,Margaret Wright,Consumer,CA,9456 Sleepy Jetty,92056,4,Apparel,32.68920898,-97.39685059,LATAM,Villa Nueva,Guatemala,35,11.7,0.09,129.99,-1.28,1,129.99,118.29,-150.82,Central America,Guatemala,Pending_Payment,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
PAYMENT,6,4,127.39,391.98,Late delivery,1,45,Fishing,Oceanside,USA,35,Margaret Wright,Consumer,CA,9456 Sleepy Jetty,92056,7,Fan Shop,32.68920898,-97.39685059,LATAM,Villa Nueva,Guatemala,35,8,0.02,399.98,0.33,1,399.98,391.98,127.39,Central America,Guatemala,Pending_Payment,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
PAYMENT,6,4,-467.74,283.48,Late delivery,1,43,Camping & Hiking,Oceanside,USA,35,Margaret Wright,Consumer,CA,9456 Sleepy Jetty,92056,7,Fan Shop,32.68920898,-97.39685059,LATAM,Villa Nueva,Guatemala,35,16.5,0.06,299.98,-1.65,1,299.98,283.48,-467.74,Central America,Guatemala,Pending_Payment,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
DEBIT,5,4,12.91,79.18,Late delivery,1,29,Shop By Sport,Oceanside,USA,35,Margaret Wright,Consumer,CA,9456 Sleepy Jetty,92056,5,Golf,32.68920898,-97.39685059,Europe,Cologne,Alemania,35,0.8,0.01,39.99,0.16,2,79.98,79.18,12.91,Western Europe,Renania del Norte-Westfalia,Complete,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
DEBIT,5,4,44.82,165.99,Late delivery,1,48,Water Sports,Oceanside,USA,35,Margaret Wright,Consumer,CA,9456 Sleepy Jetty,92056,7,Fan Shop,32.68920898,-97.39685059,Europe,Cologne,Alemania,35,34,0.17,199.99,0.27,1,199.99,165.99,44.82,Western Europe,Renania del Norte-Westfalia,Complete,Pelican Sunstream 100 Kayak,199.99,Standard Class
DEBIT,5,4,10.33,163.99,Late delivery,1,48,Water Sports,Oceanside,USA,35,Margaret Wright,Consumer,CA,9456 Sleepy Jetty,92056,7,Fan Shop,32.68920898,-97.39685059,Europe,Cologne,Alemania,35,36,0.18,199.99,0.06,1,199.99,163.99,10.33,Western Europe,Renania del Norte-Westfalia,Complete,Pelican Sunstream 100 Kayak,199.99,Standard Class
TRANSFER,2,1,-10.6,186,Shipping canceled,0,24,Women's Apparel,Oceanside,USA,35,Margaret Wright,Consumer,CA,9456 Sleepy Jetty,92056,5,Golf,32.68920898,-97.39685059,Europe,Estocolmo,Suecia,35,14,0.07,50,-0.06,4,200,186,-10.6,Northern Europe,Estocolmo,Canceled,Nike Men's Dri-FIT Victory Golf Polo,50,First Class
TRANSFER,6,2,32.11,94.99,Late delivery,1,9,Cardio Equipment,Oceanside,USA,35,Margaret Wright,Consumer,CA,9456 Sleepy Jetty,92056,3,Footwear,32.68920898,-97.39685059,Europe,Sterlitamak,Rusia,35,5,0.05,99.99,0.34,1,99.99,94.99,32.11,Eastern Europe,Bashkortostán,Processing,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class
TRANSFER,6,2,19.65,109.19,Late delivery,1,18,Men's Footwear,Oceanside,USA,35,Margaret Wright,Consumer,CA,9456 Sleepy Jetty,92056,4,Apparel,32.68920898,-97.39685059,Europe,Sterlitamak,Rusia,35,20.8,0.16,129.99,0.18,1,129.99,109.19,19.65,Eastern Europe,Bashkortostán,Processing,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class
TRANSFER,6,2,-149.92,179.97,Late delivery,1,17,Cleats,Oceanside,USA,35,Margaret Wright,Consumer,CA,9456 Sleepy Jetty,92056,4,Apparel,32.68920898,-97.39685059,Europe,Sterlitamak,Rusia,35,0,0,59.99,-0.83,3,179.97,179.97,-149.92,Eastern Europe,Bashkortostán,Processing,Perfect Fitness Perfect Rip Deck,59.99,Second Class
TRANSFER,6,2,-25.44,136.77,Late delivery,1,37,Electronics,Oceanside,USA,35,Margaret Wright,Consumer,CA,9456 Sleepy Jetty,92056,6,Outdoors,32.68920898,-97.39685059,Europe,Sterlitamak,Rusia,35,7.2,0.05,47.99,-0.19,3,143.97,136.77,-25.44,Eastern Europe,Bashkortostán,Processing,Titleist Pro V1x High Numbers Golf Balls,47.99,Second Class
DEBIT,5,4,15.75,126,Late delivery,1,24,Women's Apparel,Oceanside,USA,35,Margaret Wright,Consumer,CA,9456 Sleepy Jetty,92056,5,Golf,32.68920898,-97.39685059,Europe,Cologne,Alemania,35,24,0.16,50,0.13,3,150,126,15.75,Western Europe,Renania del Norte-Westfalia,Complete,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
CASH,3,2,8.48,113.09,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,36,Michelle Carey,Corporate,PR,6336 Fallen Village,725,4,Apparel,18.2275734,-66.04344177,Europe,Sandnes,Noruega,36,16.9,0.13,129.99,0.08,1,129.99,113.09,8.48,Northern Europe,Rogaland,Closed,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class
CASH,3,2,15.12,251.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,36,Michelle Carey,Corporate,PR,6336 Fallen Village,725,7,Fan Shop,18.2275734,-66.04344177,Europe,Sandnes,Noruega,36,48,0.16,299.98,0.06,1,299.98,251.98,15.12,Northern Europe,Rogaland,Closed,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class
CASH,3,2,119.51,248.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,36,Michelle Carey,Corporate,PR,6336 Fallen Village,725,7,Fan Shop,18.2275734,-66.04344177,Europe,Sandnes,Noruega,36,51,0.17,299.98,0.48,1,299.98,248.98,119.51,Northern Europe,Rogaland,Closed,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class
CASH,3,2,18.45,245.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,36,Michelle Carey,Corporate,PR,6336 Fallen Village,725,7,Fan Shop,18.2275734,-66.04344177,Europe,Sandnes,Noruega,36,54,0.18,299.98,0.08,1,299.98,245.98,18.45,Northern Europe,Rogaland,Closed,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class
CASH,3,2,11.64,155.16,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,36,Michelle Carey,Corporate,PR,6336 Fallen Village,725,5,Golf,18.2275734,-66.04344177,Europe,Sandnes,Noruega,36,4.8,0.03,39.99,0.08,4,159.96,155.16,11.64,Northern Europe,Rogaland,Closed,Under Armour Girls' Toddler Spine Surge Runni,39.99,Second Class
TRANSFER,4,2,70,199.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,36,Michelle Carey,Corporate,PR,6336 Fallen Village,725,7,Fan Shop,18.2275734,-66.04344177,LATAM,Tehuacán,México,36,0,0,199.99,0.35,1,199.99,199.99,70,Central America,Puebla,Processing,Pelican Sunstream 100 Kayak,199.99,Second Class
CASH,4,2,45.04,128.69,Late delivery,1,18,Men's Footwear,Norfolk,USA,37,Virginia Conrad,Consumer,VA,6115 Indian Beacon Close,23503,4,Apparel,36.94044876,-76.25640106,Europe,Franconville,Francia,37,1.3,0.01,129.99,0.35,1,129.99,128.69,45.04,Western Europe,Isla de Francia,Closed,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class
CASH,4,2,-27.31,47.5,Late delivery,1,24,Women's Apparel,Norfolk,USA,37,Virginia Conrad,Consumer,VA,6115 Indian Beacon Close,23503,5,Golf,36.94044876,-76.25640106,Europe,Franconville,Francia,37,2.5,0.05,50,-0.58,1,50,47.5,-27.31,Western Europe,Isla de Francia,Closed,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
CASH,2,2,39.16,107.89,Shipping on time,0,18,Men's Footwear,Norfolk,USA,37,Virginia Conrad,Consumer,VA,6115 Indian Beacon Close,23503,4,Apparel,36.94044876,-76.25640106,LATAM,Itapevi,Brasil,37,22.1,0.17,129.99,0.36,1,129.99,107.89,39.16,South America,São Paulo,Closed,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class
CASH,2,2,2.66,106.59,Shipping on time,0,18,Men's Footwear,Norfolk,USA,37,Virginia Conrad,Consumer,VA,6115 Indian Beacon Close,23503,4,Apparel,36.94044876,-76.25640106,LATAM,Itapevi,Brasil,37,23.4,0.18,129.99,0.03,1,129.99,106.59,2.66,South America,São Paulo,Closed,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class
CASH,2,2,37.89,104.38,Shipping on time,0,17,Cleats,Norfolk,USA,37,Virginia Conrad,Consumer,VA,6115 Indian Beacon Close,23503,4,Apparel,36.94044876,-76.25640106,LATAM,Itapevi,Brasil,37,15.6,0.13,59.99,0.36,2,119.98,104.38,37.89,South America,São Paulo,Closed,Perfect Fitness Perfect Rip Deck,59.99,Second Class
CASH,4,2,31.42,116.37,Late delivery,1,29,Shop By Sport,Norfolk,USA,37,Virginia Conrad,Consumer,VA,6115 Indian Beacon Close,23503,5,Golf,36.94044876,-76.25640106,Europe,Franconville,Francia,37,3.6,0.03,39.99,0.27,3,119.97,116.37,31.42,Western Europe,Isla de Francia,Closed,Under Armour Girls' Toddler Spine Surge Runni,39.99,Second Class
CASH,4,2,85.12,197.95,Late delivery,1,29,Shop By Sport,Norfolk,USA,37,Virginia Conrad,Consumer,VA,6115 Indian Beacon Close,23503,5,Golf,36.94044876,-76.25640106,Europe,Franconville,Francia,37,2,0.01,39.99,0.43,5,199.95,197.95,85.12,Western Europe,Isla de Francia,Closed,Under Armour Girls' Toddler Spine Surge Runni,39.99,Second Class
CASH,4,2,87.4,189.99,Late delivery,1,48,Water Sports,Norfolk,USA,37,Virginia Conrad,Consumer,VA,6115 Indian Beacon Close,23503,7,Fan Shop,36.94044876,-76.25640106,Europe,Franconville,Francia,37,10,0.05,199.99,0.46,1,199.99,189.99,87.4,Western Europe,Isla de Francia,Closed,Pelican Sunstream 100 Kayak,199.99,Second Class
CASH,2,2,81.97,163.93,Shipping on time,0,46,Indoor/Outdoor Games,Norfolk,USA,37,Virginia Conrad,Consumer,VA,6115 Indian Beacon Close,23503,7,Fan Shop,36.94044876,-76.25640106,LATAM,Itapevi,Brasil,37,35.99,0.18,49.98,0.5,4,199.92,163.93,81.97,South America,São Paulo,Closed,O'Brien Men's Neoprene Life Vest,49.98,Second Class
DEBIT,6,2,-10.85,49.98,Late delivery,1,46,Indoor/Outdoor Games,Norfolk,USA,37,Virginia Conrad,Consumer,VA,6115 Indian Beacon Close,23503,7,Fan Shop,36.94044876,-76.25640106,LATAM,Bogotá,Colombia,37,0,0,49.98,-0.22,1,49.98,49.98,-10.85,South America,Bogotá,Complete,O'Brien Men's Neoprene Life Vest,49.98,Second Class
CASH,3,2,22.56,47.99,Late delivery,1,17,Cleats,Opelousas,USA,38,Mary Smith,Consumer,LA,2805 Crystal Moor,70570,4,Apparel,30.24161911,-97.89144135,Pacific Asia,Yakarta,Indonesia,38,12,0.2,59.99,0.47,1,59.99,47.99,22.56,Southeast Asia,Yakarta,Closed,Perfect Fitness Perfect Rip Deck,59.99,Second Class
CASH,3,2,15.21,44.99,Late delivery,1,17,Cleats,Opelousas,USA,38,Mary Smith,Consumer,LA,2805 Crystal Moor,70570,4,Apparel,30.24161911,-97.89144135,Pacific Asia,Yakarta,Indonesia,38,15,0.25,59.99,0.34,1,59.99,44.99,15.21,Southeast Asia,Yakarta,Closed,Perfect Fitness Perfect Rip Deck,59.99,Second Class
CASH,3,2,14.25,37.99,Late delivery,1,29,Shop By Sport,Opelousas,USA,38,Mary Smith,Consumer,LA,2805 Crystal Moor,70570,5,Golf,30.24161911,-97.89144135,Pacific Asia,Yakarta,Indonesia,38,2,0.05,39.99,0.38,1,39.99,37.99,14.25,Southeast Asia,Yakarta,Closed,Under Armour Girls' Toddler Spine Surge Runni,39.99,Second Class
CASH,2,2,63.7,129.99,Shipping on time,0,18,Men's Footwear,Opelousas,USA,38,Mary Smith,Consumer,LA,2805 Crystal Moor,70570,4,Apparel,30.24161911,-97.89144135,USCA,Colorado Springs,Estados Unidos,38,0,0,129.99,0.49,1,129.99,129.99,63.7,West of USA ,Colorado,Closed,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class
CASH,2,2,24.99,50.99,Shipping on time,0,17,Cleats,Opelousas,USA,38,Mary Smith,Consumer,LA,2805 Crystal Moor,70570,4,Apparel,30.24161911,-97.89144135,USCA,Colorado Springs,Estados Unidos,38,9,0.15,59.99,0.49,1,59.99,50.99,24.99,West of USA ,Colorado,Closed,Perfect Fitness Perfect Rip Deck,59.99,Second Class
CASH,2,2,66.15,236.25,Shipping on time,0,24,Women's Apparel,Opelousas,USA,38,Mary Smith,Consumer,LA,2805 Crystal Moor,70570,5,Golf,30.24161911,-97.89144135,USCA,Colorado Springs,Estados Unidos,38,13.75,0.06,50,0.28,5,250,236.25,66.15,West of USA ,Colorado,Closed,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
CASH,3,4,-22.31,127.5,Advance shipping,0,24,Women's Apparel,Opelousas,USA,38,Mary Smith,Consumer,LA,2805 Crystal Moor,70570,5,Golf,30.24161911,-97.89144135,Pacific Asia,Yakarta,Indonesia,38,22.5,0.15,50,-0.18,3,150,127.5,-22.31,Southeast Asia,Yakarta,Closed,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
CASH,3,4,53.2,190,Advance shipping,0,24,Women's Apparel,Opelousas,USA,38,Mary Smith,Consumer,LA,2805 Crystal Moor,70570,5,Golf,30.24161911,-97.89144135,Pacific Asia,Yakarta,Indonesia,38,10,0.05,50,0.28,4,200,190,53.2,Southeast Asia,Yakarta,Closed,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
CASH,3,4,-423.23,248.96,Advance shipping,0,17,Cleats,Opelousas,USA,38,Mary Smith,Consumer,LA,2805 Crystal Moor,70570,4,Apparel,30.24161911,-97.89144135,Pacific Asia,Yakarta,Indonesia,38,50.99,0.17,59.99,-1.7,5,299.95,248.96,-423.23,Southeast Asia,Yakarta,Closed,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
CASH,2,2,53.76,191.99,Shipping on time,0,48,Water Sports,Opelousas,USA,38,Mary Smith,Consumer,LA,2805 Crystal Moor,70570,7,Fan Shop,30.24161911,-97.89144135,USCA,Colorado Springs,Estados Unidos,38,8,0.04,199.99,0.28,1,199.99,191.99,53.76,West of USA ,Colorado,Closed,Pelican Sunstream 100 Kayak,199.99,Second Class
CASH,3,4,60.14,193.99,Advance shipping,0,48,Water Sports,Opelousas,USA,38,Mary Smith,Consumer,LA,2805 Crystal Moor,70570,7,Fan Shop,30.24161911,-97.89144135,Pacific Asia,Yakarta,Indonesia,38,6,0.03,199.99,0.31,1,199.99,193.99,60.14,Southeast Asia,Yakarta,Closed,Pelican Sunstream 100 Kayak,199.99,Standard Class
TRANSFER,2,4,-9.5,47.5,Advance shipping,0,24,Women's Apparel,Opelousas,USA,38,Mary Smith,Consumer,LA,2805 Crystal Moor,70570,5,Golf,30.24161911,-97.89144135,LATAM,Nueva Gerona,Cuba,38,2.5,0.05,50,-0.2,1,50,47.5,-9.5,Caribbean,Isla de la Juventud,Processing,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
CASH,2,2,11.62,46.48,Shipping on time,0,46,Indoor/Outdoor Games,Opelousas,USA,38,Mary Smith,Consumer,LA,2805 Crystal Moor,70570,7,Fan Shop,30.24161911,-97.89144135,USCA,Colorado Springs,Estados Unidos,38,3.5,0.07,49.98,0.25,1,49.98,46.48,11.62,West of USA ,Colorado,Closed,O'Brien Men's Neoprene Life Vest,49.98,Second Class
CASH,3,4,-47.14,173.93,Advance shipping,0,46,Indoor/Outdoor Games,Opelousas,USA,38,Mary Smith,Consumer,LA,2805 Crystal Moor,70570,7,Fan Shop,30.24161911,-97.89144135,Pacific Asia,Yakarta,Indonesia,38,25.99,0.13,49.98,-0.27,4,199.92,173.93,-47.14,Southeast Asia,Yakarta,Closed,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
TRANSFER,6,4,80.63,287.98,Late delivery,1,43,Camping & Hiking,Opelousas,USA,38,Mary Smith,Consumer,LA,2805 Crystal Moor,70570,7,Fan Shop,30.24161911,-97.89144135,LATAM,Valparaíso de Goiás,Brasil,38,12,0.04,299.98,0.28,1,299.98,287.98,80.63,South America,Goiás,Processing,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
TRANSFER,6,2,120.11,363.98,Late delivery,1,45,Fishing,Opelousas,USA,38,Mary Smith,Consumer,LA,2805 Crystal Moor,70570,7,Fan Shop,30.24161911,-97.89144135,Pacific Asia,Wollongong,Australia,38,36,0.09,399.98,0.33,1,399.98,363.98,120.11,Oceania,Nueva Gales del Sur,Processing,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class
TRANSFER,3,4,-213.29,96.95,Advance shipping,0,36,Golf Balls,Caguas,Puerto Rico,39,Juan Mckinney,Consumer,PR,7274 Blue Wagon  Villas,725,6,Outdoors,18.22408485,-66.04698181,Pacific Asia,Nom Pen,Camboya,39,3,0.03,19.99,-2.2,5,99.95,96.95,-213.29,Southeast Asia,Nom Pen,Processing,Glove It Women's Imperial Golf Glove,19.99,Standard Class
TRANSFER,2,4,32.4,120,Advance shipping,0,7,Hockey,Caguas,Puerto Rico,39,Juan Mckinney,Consumer,PR,7274 Blue Wagon  Villas,725,2,Fitness,18.22408485,-66.04698181,Europe,Toulouse,Francia,39,5,0.04,25,0.27,5,125,120,32.4,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,Processing,Nike Women's Legend V-Neck T-Shirt,25,Standard Class
TRANSFER,2,4,58.5,179.99,Advance shipping,0,48,Water Sports,Caguas,Puerto Rico,39,Juan Mckinney,Consumer,PR,7274 Blue Wagon  Villas,725,7,Fan Shop,18.22408485,-66.04698181,Europe,Toulouse,Francia,39,20,0.1,199.99,0.33,1,199.99,179.99,58.5,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,Processing,Pelican Sunstream 100 Kayak,199.99,Standard Class
TRANSFER,3,4,22.76,49.48,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,39,Juan Mckinney,Consumer,PR,7274 Blue Wagon  Villas,725,7,Fan Shop,18.22408485,-66.04698181,Pacific Asia,Nom Pen,Camboya,39,0.5,0.01,49.98,0.46,1,49.98,49.48,22.76,Southeast Asia,Nom Pen,Processing,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
TRANSFER,5,4,-5.49,391.98,Late delivery,1,45,Fishing,Caguas,Puerto Rico,39,Juan Mckinney,Consumer,PR,7274 Blue Wagon  Villas,725,7,Fan Shop,18.22408485,-66.04698181,LATAM,San Salvador,El Salvador,39,8,0.02,399.98,-0.01,1,399.98,391.98,-5.49,Central America,San Salvador,Processing,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
TRANSFER,2,4,5.34,47.25,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,39,Juan Mckinney,Consumer,PR,7274 Blue Wagon  Villas,725,5,Golf,18.22408485,-66.04698181,Europe,Toulouse,Francia,39,2.75,0.06,50,0.11,1,50,47.25,5.34,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,Processing,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
TRANSFER,2,4,1.01,33.59,Advance shipping,0,26,Girls' Apparel,Caguas,Puerto Rico,39,Juan Mckinney,Consumer,PR,7274 Blue Wagon  Villas,725,5,Golf,18.22408485,-66.04698181,Europe,Toulouse,Francia,39,6.4,0.16,39.99,0.03,1,39.99,33.59,1.01,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,Processing,TYR Boys' Team Digi Jammer,39.99,Standard Class
TRANSFER,6,4,-9.99,54.59,Late delivery,1,17,Cleats,Caguas,Puerto Rico,39,Juan Mckinney,Consumer,PR,7274 Blue Wagon  Villas,725,4,Apparel,18.22408485,-66.04698181,Pacific Asia,Srinagar,India,39,5.4,0.09,59.99,-0.18,1,59.99,54.59,-9.99,South Asia,Uttarakhand,Processing,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
TRANSFER,6,4,47.77,97.49,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,39,Juan Mckinney,Consumer,PR,7274 Blue Wagon  Villas,725,4,Apparel,18.22408485,-66.04698181,Pacific Asia,Srinagar,India,39,32.5,0.25,129.99,0.49,1,129.99,97.49,47.77,South Asia,Uttarakhand,Processing,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
TRANSFER,6,4,-247.48,299.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,39,Juan Mckinney,Consumer,PR,7274 Blue Wagon  Villas,725,7,Fan Shop,18.22408485,-66.04698181,Pacific Asia,Srinagar,India,39,0,0,299.98,-0.83,1,299.98,299.98,-247.48,South Asia,Uttarakhand,Processing,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
TRANSFER,6,4,57.59,119.97,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,39,Juan Mckinney,Consumer,PR,7274 Blue Wagon  Villas,725,5,Golf,18.22408485,-66.04698181,Pacific Asia,Srinagar,India,39,0,0,39.99,0.48,3,119.97,119.97,57.59,South Asia,Uttarakhand,Processing,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
TRANSFER,2,4,-172.77,215.96,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,39,Juan Mckinney,Consumer,PR,7274 Blue Wagon  Villas,725,4,Apparel,18.22408485,-66.04698181,Europe,Toulouse,Francia,39,24,0.1,59.99,-0.8,4,239.96,215.96,-172.77,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,Processing,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,5,4,174.36,464.95,Late delivery,1,16,As Seen on  TV!,Long Beach,USA,40,Mary Smith,Consumer,CA,7358 Rocky Villas,90805,3,Footwear,33.56687927,-117.7633209,Europe,Wolverhampton,Reino Unido,40,35,0.07,99.99,0.38,5,499.95,464.95,174.36,Northern Europe,Inglaterra,Complete,Nike Men's Free TR 5.0 TB Training Shoe,99.99,Standard Class
CASH,2,1,-6.17,123.49,Late delivery,1,18,Men's Footwear,Long Beach,USA,40,Mary Smith,Consumer,CA,7358 Rocky Villas,90805,4,Apparel,33.56687927,-117.7633209,Pacific Asia,Panihati,India,40,6.5,0.05,129.99,-0.05,1,129.99,123.49,-6.17,South Asia,Bengala Occidental,Closed,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class
